province,district,ward
Bình Thuận,Huyện Tuy Phong,Xã Vĩnh Tân
Bình Thuận,Huyện Tuy Phong,Xã Phú Lạc
Bình Thuận,Huyện Tuy Phong,Xã Phước Thể
Bình Thuận,Huyện Tuy Phong,Xã Hòa Minh
Bình Thuận,Huyện Tuy Phong,Xã Chí Công
Bình Thuận,Huyện Tuy Phong,Xã Bình Thạnh
Bình Thuận,Huyện Tuy Phong,Xã Hòa Phú
Bình Thuận,Huyện Hàm Tân,Thị trấn Tân Minh
Bình Thuận,Huyện Hàm Tân,Thị trấn Tân Nghĩa
Bình Thuận,Huyện Hàm Tân,Xã Sông Phan
Bình Thuận,Huyện Hàm Tân,Xã Tân Phúc
Bình Thuận,Huyện Hàm Tân,Xã Tân Đức
Bình Thuận,Huyện Hàm Tân,Xã Tân Thắng
Bình Thuận,Huyện Hàm Tân,Xã Thắng Hải
Bình Thuận,Huyện Hàm Tân,Xã Tân Hà
Bình Thuận,Huyện Hàm Tân,Xã Tân Xuân
Bình Thuận,Huyện Hàm Tân,Xã Sơn Mỹ
Bình Thuận,Huyện Tánh Linh,Thị trấn Lạc Tánh
Bình Thuận,Huyện Tánh Linh,Xã Bắc Ruộng
Bình Thuận,Huyện Tánh Linh,Xã Măng Tố
Bình Thuận,Huyện Tánh Linh,Xã Nghị Đức
Bình Thuận,Huyện Tánh Linh,Xã La Ngâu
Bình Thuận,Huyện Tánh Linh,Xã Huy Khiêm
Bình Thuận,Huyện Tánh Linh,Xã Đức Tân
Bình Thuận,Huyện Tánh Linh,Xã Đức Phú
Bình Thuận,Huyện Tánh Linh,Xã Đồng Kho
Bình Thuận,Huyện Tánh Linh,Xã Gia An
Bình Thuận,Huyện Tánh Linh,Xã Đức Bình
Bình Thuận,Huyện Tánh Linh,Xã Gia Huynh
Bình Thuận,Huyện Tánh Linh,Xã Đức Thuận
Bình Thuận,Huyện Tánh Linh,Xã Suối Kiết
Bình Thuận,Huyện đảo Phú Quý,Xã Ngũ Phụng
Bình Thuận,Huyện đảo Phú Quý,Xã Long Hải
Bình Thuận,Huyện đảo Phú Quý,Xã Tam Thanh
Kon Tum,Huyện Kon Plông,Xã Đắk Nên
Kon Tum,Huyện Kon Plông,Xã Đắk Ring
Kon Tum,Huyện Kon Plông,Xã Măng Buk
Kon Tum,Huyện Kon Plông,Xã Đắk Tăng
Kon Tum,Huyện Kon Plông,Xã Ngok Tem
Kon Tum,Huyện Kon Plông,Xã Pờ Ê
Kon Tum,Huyện Kon Plông,Xã Măng Cành
Kon Tum,Huyện Kon Plông,Xã Đắk Long
Kon Tum,Huyện Kon Plông,Xã Hiếu
Kon Tum,Huyện Kon Plông,Thị Trấn Măng Đen
Kon Tum,Huyện Đắk Hà,Thị trấn Đắk Hà
Kon Tum,Huyện Đắk Hà,Xã Đắk PXi
Kon Tum,Huyện Đắk Hà,Xã Đăk Long
Kon Tum,Huyện Đắk Hà,Xã Đắk HRing
Kon Tum,Huyện Đắk Hà,Xã Đắk Ui
Kon Tum,Huyện Đắk Hà,Xã Đăk Ngọk
Kon Tum,Huyện Đắk Hà,Xã Đắk Mar
Kon Tum,Huyện Đắk Hà,Xã Ngok Wang
Kon Tum,Huyện Đắk Hà,Xã Ngok Réo
Kon Tum,Huyện Đắk Hà,Xã Hà Mòn
Kon Tum,Huyện Đắk Hà,Xã Đắk La
Kon Tum,Huyện Đắk Tô,Thị trấn Đắk Tô
Kon Tum,Huyện Đắk Tô,Xã Đắk Rơ Nga
Kon Tum,Huyện Đắk Tô,Xã Ngọk Tụ
Kon Tum,Huyện Đắk Tô,Xã Đắk Trăm
Kon Tum,Huyện Đắk Tô,Xã Văn Lem
Kon Tum,Huyện Đắk Tô,Xã Kon Đào
Kon Tum,Huyện Đắk Tô,Xã Tân Cảnh
Kon Tum,Huyện Đắk Tô,Xã Diên Bình
Kon Tum,Huyện Đắk Tô,Xã Pô Kô
Kon Tum,Huyện Kon Rẫy,Thị trấn Đắk Rve
Kon Tum,Huyện Kon Rẫy,Xã Đắk Kôi
Kon Tum,Huyện Kon Rẫy,Xã Đắk Tơ Lung
Kon Tum,Huyện Kon Rẫy,Xã Đắk Ruồng
Kon Tum,Huyện Kon Rẫy,Xã Đắk Pne
Kon Tum,Huyện Kon Rẫy,Xã Đắk Tờ Re
Kon Tum,Huyện Kon Rẫy,Xã Tân Lập
Kon Tum,Huyện Ngọc Hồi,Thị trấn Plei Cần
Kon Tum,Huyện Ngọc Hồi,Xã Đắk Ang
Kon Tum,Huyện Ngọc Hồi,Xã Đắk Dục
Kon Tum,Huyện Ngọc Hồi,Xã Đắk Nông
Kon Tum,Huyện Ngọc Hồi,Xã Đắk Xú
Kon Tum,Huyện Ngọc Hồi,Xã Đắk Kan
Kon Tum,Huyện Ngọc Hồi,Xã Pờ Y
Kon Tum,Huyện Ngọc Hồi,Xã Sa Loong
Kon Tum,Huyện Sa Thầy,Thị trấn Sa Thầy
Kon Tum,Huyện Sa Thầy,Xã Rơ Kơi
Kon Tum,Huyện Sa Thầy,Xã Sa Nhơn
Kon Tum,Huyện Sa Thầy,Xã Hơ Moong
Kon Tum,Huyện Sa Thầy,Xã Mô Rai
Kon Tum,Huyện Sa Thầy,Xã Sa Sơn
Kon Tum,Huyện Sa Thầy,Xã Sa Nghĩa
Kon Tum,Huyện Sa Thầy,Xã Sa Bình
Kon Tum,Huyện Sa Thầy,Xã Ya Xiêr
Kon Tum,Huyện Sa Thầy,Xã Ya Tăng
Kon Tum,Huyện Sa Thầy,Xã Ya ly
Kon Tum,Huyện Tu Mơ Rông,Xã Ngọk Lây
Kon Tum,Huyện Tu Mơ Rông,Xã Đắk Na
Kon Tum,Huyện Tu Mơ Rông,Xã Măng Ri
Kon Tum,Huyện Tu Mơ Rông,Xã Ngok Yêu
Kon Tum,Huyện Tu Mơ Rông,Xã Đắk Sao
Kon Tum,Huyện Tu Mơ Rông,Xã Đắk Rơ Ông
Kon Tum,Huyện Tu Mơ Rông,Xã Đắk Tơ Kan
Kon Tum,Huyện Tu Mơ Rông,Xã Tu Mơ Rông
Kon Tum,Huyện Tu Mơ Rông,Xã Đắk Hà
Kon Tum,Huyện Tu Mơ Rông,Xã Tê Xăng
Kon Tum,Huyện Tu Mơ Rông,Xã Văn Xuôi
Kon Tum,Huyện Ia H Drai,Xã Ia Dal
Kon Tum,Huyện Ia H Drai,Xã Ia Dom
Kon Tum,Huyện Ia H Drai,Xã Ia Tơi
Kon Tum,Thành phố Kon Tum,Phường Quang Trung
Kon Tum,Thành phố Kon Tum,Phường Duy Tân
Kon Tum,Thành phố Kon Tum,Phường Quyết Thắng
Kon Tum,Thành phố Kon Tum,Phường Trường Chinh
Kon Tum,Thành phố Kon Tum,Phường Thắng Lợi
Kon Tum,Thành phố Kon Tum,Phường Ngô Mây
Kon Tum,Thành phố Kon Tum,Phường Thống Nhất
Kon Tum,Thành phố Kon Tum,Phường Lê Lợi
Kon Tum,Thành phố Kon Tum,Phường Nguyễn Trãi
Kon Tum,Thành phố Kon Tum,Phường Trần Hưng Đạo
Kon Tum,Thành phố Kon Tum,Xã Đắk Cấm
Kon Tum,Thành phố Kon Tum,Xã Kroong
Kon Tum,Thành phố Kon Tum,Xã Ngọk Bay
Kon Tum,Thành phố Kon Tum,Xã Vinh Quang
Kon Tum,Thành phố Kon Tum,Xã Đắk Blà
Kon Tum,Thành phố Kon Tum,Xã Ia Chim
Kon Tum,Thành phố Kon Tum,Xã Đăk Năng
Kon Tum,Thành phố Kon Tum,Xã Đoàn Kết
Kon Tum,Thành phố Kon Tum,Xã Chư Hreng
Kon Tum,Thành phố Kon Tum,Xã Đắk Rơ Wa
Kon Tum,Thành phố Kon Tum,Xã Hòa Bình
Kon Tum,Huyện Đắk Glei,Thị trấn Đắk Glei
Kon Tum,Huyện Đắk Glei,Xã Đắk Plô
Kon Tum,Huyện Đắk Glei,Xã Đắk Man
Kon Tum,Huyện Đắk Glei,Xã Đắk Nhoong
Kon Tum,Huyện Đắk Glei,Xã Đắk Pék
Kon Tum,Huyện Đắk Glei,Xã Đắk Choong
Kon Tum,Huyện Đắk Glei,Xã Xốp
Kon Tum,Huyện Đắk Glei,Xã Mường Hoong
Kon Tum,Huyện Đắk Glei,Xã Ngọc Linh
Kon Tum,Huyện Đắk Glei,Xã Đắk Long
Kon Tum,Huyện Đắk Glei,Xã Đắk KRoong
Kon Tum,Huyện Đắk Glei,Xã Đắk Môn
Phú Yên,Thị Xã Sông Cầu,Phường Xuân Phú
Phú Yên,Thị Xã Sông Cầu,Xã Xuân Lâm
Phú Yên,Thị Xã Sông Cầu,Phường Xuân Thành
Phú Yên,Thị Xã Sông Cầu,Xã Xuân Hải
Phú Yên,Thị Xã Sông Cầu,Xã Xuân Lộc
Phú Yên,Thị Xã Sông Cầu,Xã Xuân Bình
Phú Yên,Thị Xã Sông Cầu,Xã Xuân Hòa
Phú Yên,Thị Xã Sông Cầu,Xã Xuân Cảnh
Phú Yên,Thị Xã Sông Cầu,Xã Xuân Thịnh
Phú Yên,Thị Xã Sông Cầu,Xã Xuân Phương
Phú Yên,Thị Xã Sông Cầu,Phường Xuân Yên
Phú Yên,Thị Xã Sông Cầu,Xã Xuân Thọ 1
Phú Yên,Thị Xã Sông Cầu,Phường Xuân Đài
Phú Yên,Thị Xã Sông Cầu,Xã Xuân Thọ 2
Phú Yên,Huyện Tây Hòa,Xã Sơn Thành Tây
Phú Yên,Huyện Tây Hòa,Xã Sơn Thành Đông
Phú Yên,Huyện Tây Hòa,Xã Hòa Bình 1
Phú Yên,Huyện Tây Hòa,Thị trấn Phú Thứ
Phú Yên,Huyện Tây Hòa,Xã Hòa Phong
Phú Yên,Huyện Tây Hòa,Xã Hòa Phú
Phú Yên,Huyện Tây Hòa,Xã Hòa Tân Tây
Phú Yên,Huyện Tây Hòa,Xã Hòa Đồng
Phú Yên,Huyện Tây Hòa,Xã Hòa Mỹ Đông
Phú Yên,Huyện Tây Hòa,Xã Hòa Mỹ Tây
Phú Yên,Huyện Tây Hòa,Xã Hòa Thịnh
Phú Yên,Huyện Đồng Xuân,Thị trấn La Hai
Phú Yên,Huyện Đồng Xuân,Xã Đa Lộc
Phú Yên,Huyện Đồng Xuân,Xã Phú Mỡ
Phú Yên,Huyện Đồng Xuân,Xã Xuân Lãnh
Phú Yên,Huyện Đồng Xuân,Xã Xuân Long
Phú Yên,Huyện Đồng Xuân,Xã Xuân Quang 1
Phú Yên,Huyện Đồng Xuân,Xã Xuân Sơn Bắc
Phú Yên,Huyện Đồng Xuân,Xã Xuân Quang 2
Phú Yên,Huyện Đồng Xuân,Xã Xuân Sơn Nam
Phú Yên,Huyện Đồng Xuân,Xã Xuân Quang 3
Phú Yên,Huyện Đồng Xuân,Xã Xuân Phước
Phú Yên,Huyện Đông Hòa,Xã Hòa Thành
Phú Yên,Huyện Đông Hòa,Xã Hòa Hiệp Bắc
Phú Yên,Huyện Đông Hòa,Thị trấn Hoà Vinh
Phú Yên,Huyện Đông Hòa,Thị trấn Hoà Hiệp Trung
Phú Yên,Huyện Đông Hòa,Xã Hòa Tân Đông
Phú Yên,Huyện Đông Hòa,Xã Hòa Xuân Tây
Phú Yên,Huyện Đông Hòa,Xã Hòa Hiệp Nam
Phú Yên,Huyện Đông Hòa,Xã Hòa Xuân Đông
Phú Yên,Huyện Đông Hòa,Xã Hòa Tâm
Phú Yên,Huyện Đông Hòa,Xã Hòa Xuân Nam
Phú Yên,Huyện Sông Hinh,Thị trấn Hai Riêng
Phú Yên,Huyện Sông Hinh,Xã Ea Lâm
Phú Yên,Huyện Sông Hinh,Xã Đức Bình Tây
Phú Yên,Huyện Sông Hinh,Xã Ea Bá
Phú Yên,Huyện Sông Hinh,Xã Sơn Giang
Phú Yên,Huyện Sông Hinh,Xã Đức Bình Đông
Phú Yên,Huyện Sông Hinh,Xã EaBar
Phú Yên,Huyện Sông Hinh,Xã EaBia
Phú Yên,Huyện Sông Hinh,Xã EaTrol
Phú Yên,Huyện Sông Hinh,Xã Sông Hinh
Phú Yên,Huyện Sông Hinh,Xã Ealy
Phú Yên,Huyện Sơn Hòa,Thị trấn Củng Sơn
Phú Yên,Huyện Sơn Hòa,Xã Phước Tân
Phú Yên,Huyện Sơn Hòa,Xã Sơn Hội
Phú Yên,Huyện Sơn Hòa,Xã Sơn Định
Phú Yên,Huyện Sơn Hòa,Xã Sơn Long
Phú Yên,Huyện Sơn Hòa,Xã Cà Lúi
Phú Yên,Huyện Sơn Hòa,Xã Sơn Phước
Phú Yên,Huyện Sơn Hòa,Xã Sơn Xuân
Phú Yên,Huyện Sơn Hòa,Xã Sơn Nguyên
Phú Yên,Huyện Sơn Hòa,Xã Eachà Rang
Phú Yên,Huyện Sơn Hòa,Xã Krông Pa
Phú Yên,Huyện Sơn Hòa,Xã Suối Bạc
Phú Yên,Huyện Sơn Hòa,Xã Sơn Hà
Phú Yên,Huyện Sơn Hòa,Xã Suối Trai
Phú Yên,Thành phố Tuy Hòa,Phường 1
Phú Yên,Thành phố Tuy Hòa,Phường 8
Phú Yên,Thành phố Tuy Hòa,Phường 2
Phú Yên,Thành phố Tuy Hòa,Phường 9
Phú Yên,Thành phố Tuy Hòa,Phường 3
Phú Yên,Thành phố Tuy Hòa,Phường 4
Phú Yên,Thành phố Tuy Hòa,Phường 5
Phú Yên,Thành phố Tuy Hòa,Phường 7
Phú Yên,Thành phố Tuy Hòa,Phường 6
Phú Yên,Thành phố Tuy Hòa,Phường Phú Thạnh
Phú Yên,Thành phố Tuy Hòa,Phường Phú Đông
Phú Yên,Thành phố Tuy Hòa,Xã Hòa Kiến
Phú Yên,Thành phố Tuy Hòa,Xã Bình Kiến
Phú Yên,Thành phố Tuy Hòa,Xã Bình Ngọc
Phú Yên,Thành phố Tuy Hòa,Xã An Phú
Phú Yên,Thành phố Tuy Hòa,Phường Phú Lâm
Phú Yên,Huyện Phú Hòa,Xã Hòa Quang Bắc
Phú Yên,Huyện Phú Hòa,Xã Hòa Quang Nam
Phú Yên,Huyện Phú Hòa,Xã Hòa Hội
Phú Yên,Huyện Phú Hòa,Xã Hòa Trị
Phú Yên,Huyện Phú Hòa,Xã Hòa An
Phú Yên,Huyện Phú Hòa,Xã Hòa Định Đông
Phú Yên,Huyện Phú Hòa,Thị Trấn Phú Hoà
Phú Yên,Huyện Phú Hòa,Xã Hòa Định Tây
Phú Yên,Huyện Phú Hòa,Xã Hòa Thắng
Phú Yên,Huyện Tuy An,Thị trấn Chí Thạnh
Phú Yên,Huyện Tuy An,Xã An Dân
Phú Yên,Huyện Tuy An,Xã An Ninh Tây
Phú Yên,Huyện Tuy An,Xã An Ninh Đông
Phú Yên,Huyện Tuy An,Xã An Thạch
Phú Yên,Huyện Tuy An,Xã An Định
Phú Yên,Huyện Tuy An,Xã An Nghiệp
Phú Yên,Huyện Tuy An,Xã An Hải
Phú Yên,Huyện Tuy An,Xã An Cư
Phú Yên,Huyện Tuy An,Xã An Xuân
Phú Yên,Huyện Tuy An,Xã An Lĩnh
Phú Yên,Huyện Tuy An,Xã An Hòa
Phú Yên,Huyện Tuy An,Xã An Hiệp
Phú Yên,Huyện Tuy An,Xã An Mỹ
Phú Yên,Huyện Tuy An,Xã An Chấn
Phú Yên,Huyện Tuy An,Xã An Thọ
Phú Yên,Huyện Tuy An,Xã An Hòa Hải
Ninh Thuận,Huyện Ninh Sơn,Thị trấn Tân Sơn
Ninh Thuận,Huyện Ninh Sơn,Xã Lâm Sơn
Ninh Thuận,Huyện Ninh Sơn,Xã Lương Sơn
Ninh Thuận,Huyện Ninh Sơn,Xã Quảng Sơn
Ninh Thuận,Huyện Ninh Sơn,Xã Mỹ Sơn
Ninh Thuận,Huyện Ninh Sơn,Xã Hòa Sơn
Ninh Thuận,Huyện Ninh Sơn,Xã Ma Nới
Ninh Thuận,Huyện Ninh Sơn,Xã Nhơn Sơn
Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Đô Vinh
Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Phước Mỹ
Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Bảo An
Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Phủ Hà
Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Thanh Sơn
Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Mỹ Hương
Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Tấn Tài
Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Kinh Dinh
Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Đạo Long
Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Đài Sơn
Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Đông Hải
Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Mỹ Đông
Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Xã Thành Hải
Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Văn Hải
Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Mỹ Bình
Ninh Thuận,Thành phố Phan Rang – Tháp Chàm,Phường Mỹ Hải
Ninh Thuận,Huyện Ninh Hải,Thị trấn Khánh Hải
Ninh Thuận,Huyện Ninh Hải,Xã Vĩnh Hải
Ninh Thuận,Huyện Ninh Hải,Xã Phương Hải
Ninh Thuận,Huyện Ninh Hải,Xã Tân Hải
Ninh Thuận,Huyện Ninh Hải,Xã Xuân Hải
Ninh Thuận,Huyện Ninh Hải,Xã Hộ Hải
Ninh Thuận,Huyện Ninh Hải,Xã Tri Hải
Ninh Thuận,Huyện Ninh Hải,Xã Nhơn Hải
Ninh Thuận,Huyện Ninh Hải,Xã Thanh Hải
Ninh Thuận,Huyện Ninh Phước,Thị trấn Phước Dân
Ninh Thuận,Huyện Ninh Phước,Xã Phước Sơn
Ninh Thuận,Huyện Ninh Phước,Xã Phước Thái
Ninh Thuận,Huyện Ninh Phước,Xã Phước Hậu
Ninh Thuận,Huyện Ninh Phước,Xã Phước Thuận
Ninh Thuận,Huyện Ninh Phước,Xã An Hải
Ninh Thuận,Huyện Ninh Phước,Xã Phước Hữu
Ninh Thuận,Huyện Ninh Phước,Xã Phước Hải
Ninh Thuận,Huyện Ninh Phước,Xã Phước Vinh
Ninh Thuận,Huyện Bác Ái,Xã Phước Bình
Ninh Thuận,Huyện Bác Ái,Xã Phước Hòa
Ninh Thuận,Huyện Bác Ái,Xã Phước Tân
Ninh Thuận,Huyện Bác Ái,Xã Phước Tiến
Ninh Thuận,Huyện Bác Ái,Xã Phước Thắng
Ninh Thuận,Huyện Bác Ái,Xã Phước Thành
Ninh Thuận,Huyện Bác Ái,Xã Phước Đại
Ninh Thuận,Huyện Bác Ái,Xã Phước Chính
Ninh Thuận,Huyện Bác Ái,Xã Phước Trung
Ninh Thuận,Huyện Thuận Nam,Xã Phước Hà
Ninh Thuận,Huyện Thuận Nam,Xã Phước Nam
Ninh Thuận,Huyện Thuận Nam,Xã Phước Ninh
Ninh Thuận,Huyện Thuận Nam,Xã Nhị Hà
Ninh Thuận,Huyện Thuận Nam,Xã Phước Dinh
Ninh Thuận,Huyện Thuận Nam,Xã Phước Minh
Ninh Thuận,Huyện Thuận Nam,Xã Phước Diêm
Ninh Thuận,Huyện Thuận Nam,Xã Cà Ná
Ninh Thuận,Huyện Thuận Bắc,Xã Phước Chiến
Ninh Thuận,Huyện Thuận Bắc,Xã Công Hải
Ninh Thuận,Huyện Thuận Bắc,Xã Phước Kháng
Ninh Thuận,Huyện Thuận Bắc,Xã Lợi Hải
Ninh Thuận,Huyện Thuận Bắc,Xã Bắc Sơn
Ninh Thuận,Huyện Thuận Bắc,Xã Bắc Phong
Bình Định,Huyện An Lão,Thị trấn An Lão
Bình Định,Huyện An Lão,Xã An Hưng
Bình Định,Huyện An Lão,Xã An Trung
Bình Định,Huyện An Lão,Xã An Dũng
Bình Định,Huyện An Lão,Xã An Vinh
Bình Định,Huyện An Lão,Xã An Toàn
Bình Định,Huyện An Lão,Xã An Tân
Bình Định,Huyện An Lão,Xã An Hòa
Bình Định,Huyện An Lão,Xã An Quang
Bình Định,Huyện An Lão,Xã An Nghĩa
Bình Định,Huyện Vân Canh,Thị trấn Vân Canh
Bình Định,Huyện Vân Canh,Xã Canh Liên
Bình Định,Huyện Vân Canh,Xã Canh Hiệp
Bình Định,Huyện Vân Canh,Xã Canh Vinh
Bình Định,Huyện Vân Canh,Xã Canh Hiển
Bình Định,Huyện Vân Canh,Xã Canh Thuận
Bình Định,Huyện Vân Canh,Xã Canh Hòa
Bình Định,Huyện Tây Sơn,Thị trấn Phú Phong
Bình Định,Huyện Tây Sơn,Xã Bình Tân
Bình Định,Huyện Tây Sơn,Xã Tây Thuận
Bình Định,Huyện Tây Sơn,Xã Bình Thuận
Bình Định,Huyện Tây Sơn,Xã Tây Giang
Bình Định,Huyện Tây Sơn,Xã Bình Thành
Bình Định,Huyện Tây Sơn,Xã Tây An
Bình Định,Huyện Tây Sơn,Xã Bình Hòa
Bình Định,Huyện Tây Sơn,Xã Tây Bình
Bình Định,Huyện Tây Sơn,Xã Bình Tường
Bình Định,Huyện Tây Sơn,Xã Tây Vinh
Bình Định,Huyện Tây Sơn,Xã Vĩnh An
Bình Định,Huyện Tây Sơn,Xã Tây Xuân
Bình Định,Huyện Tây Sơn,Xã Bình Nghi
Bình Định,Huyện Tây Sơn,Xã Tây Phú
Bình Định,Huyện Hoài Ân,Thị trấn Tăng Bạt Hổ
Bình Định,Huyện Hoài Ân,Xã Ân Hảo Tây
Bình Định,Huyện Hoài Ân,Xã Ân Hảo Đông
Bình Định,Huyện Hoài Ân,Xã Ân Sơn
Bình Định,Huyện Hoài Ân,Xã Ân Mỹ
Bình Định,Huyện Hoài Ân,Xã Dak Mang
Bình Định,Huyện Hoài Ân,Xã Ân Tín
Bình Định,Huyện Hoài Ân,Xã Ân Thạnh
Bình Định,Huyện Hoài Ân,Xã Ân Phong
Bình Định,Huyện Hoài Ân,Xã Ân Đức
Bình Định,Huyện Hoài Ân,Xã Ân Hữu
Bình Định,Huyện Hoài Ân,Xã Bok Tới
Bình Định,Huyện Hoài Ân,Xã Ân Tường Tây
Bình Định,Huyện Hoài Ân,Xã Ân Tường Đông
Bình Định,Huyện Hoài Ân,Xã Ân Nghĩa
Bình Định,Huyện Phù Mỹ,Thị trấn Phù Mỹ
Bình Định,Huyện Phù Mỹ,Thị trấn Bình Dương
Bình Định,Huyện Phù Mỹ,Xã Mỹ Đức
Bình Định,Huyện Phù Mỹ,Xã Mỹ Châu
Bình Định,Huyện Phù Mỹ,Xã Mỹ Thắng
Bình Định,Huyện Phù Mỹ,Xã Mỹ Lộc
Bình Định,Huyện Phù Mỹ,Xã Mỹ Lợi
Bình Định,Huyện Phù Mỹ,Xã Mỹ An
Bình Định,Huyện Phù Mỹ,Xã Mỹ Phong
Bình Định,Huyện Phù Mỹ,Xã Mỹ Trinh
Bình Định,Huyện Phù Mỹ,Xã Mỹ Thọ
Bình Định,Huyện Phù Mỹ,Xã Mỹ Hòa
Bình Định,Huyện Phù Mỹ,Xã Mỹ Thành
Bình Định,Huyện Phù Mỹ,Xã Mỹ Chánh
Bình Định,Huyện Phù Mỹ,Xã Mỹ Quang
Bình Định,Huyện Phù Mỹ,Xã Mỹ Hiệp
Bình Định,Huyện Phù Mỹ,Xã Mỹ Tài
Bình Định,Huyện Phù Mỹ,Xã Mỹ Cát
Bình Định,Huyện Phù Mỹ,Xã Mỹ Chánh Tây
Bình Định,Huyện Vĩnh Thạnh,Thị trấn Vĩnh Thạnh
Bình Định,Huyện Vĩnh Thạnh,Xã Vĩnh Sơn
Bình Định,Huyện Vĩnh Thạnh,Xã Vĩnh Kim
Bình Định,Huyện Vĩnh Thạnh,Xã Vĩnh Hiệp
Bình Định,Huyện Vĩnh Thạnh,Xã Vĩnh Hảo
Bình Định,Huyện Vĩnh Thạnh,Xã Vĩnh Hòa
Bình Định,Huyện Vĩnh Thạnh,Xã Vĩnh Thịnh
Bình Định,Huyện Vĩnh Thạnh,Xã Vĩnh Thuận
Bình Định,Huyện Vĩnh Thạnh,Xã Vĩnh Quang
Bình Định,Thành phố Quy Nhơn,Phường Nhơn Bình
Bình Định,Thành phố Quy Nhơn,Phường Nhơn Phú
Bình Định,Thành phố Quy Nhơn,Phường Đống Đa
Bình Định,Thành phố Quy Nhơn,Phường Trần Quang Diệu
Bình Định,Thành phố Quy Nhơn,Phường Hải Cảng
Bình Định,Thành phố Quy Nhơn,Phường Quang Trung
Bình Định,Thành phố Quy Nhơn,Phường Thị Nại
Bình Định,Thành phố Quy Nhơn,Phường Lê Hồng Phong
Bình Định,Thành phố Quy Nhơn,Phường Trần Hưng Đạo
Bình Định,Thành phố Quy Nhơn,Phường Ngô Mây
Bình Định,Thành phố Quy Nhơn,Phường Lý Thường Kiệt
Bình Định,Thành phố Quy Nhơn,Phường Lê Lợi
Bình Định,Thành phố Quy Nhơn,Phường Trần Phú
Bình Định,Thành phố Quy Nhơn,Phường Bùi Thị Xuân
Bình Định,Thành phố Quy Nhơn,Phường Nguyễn Văn Cừ
Bình Định,Thành phố Quy Nhơn,Phường Ghềnh Ráng
Bình Định,Thành phố Quy Nhơn,Xã Nhơn Lý
Bình Định,Thành phố Quy Nhơn,Xã Nhơn Hội
Bình Định,Thành phố Quy Nhơn,Xã Nhơn Hải
Bình Định,Thành phố Quy Nhơn,Xã Nhơn Châu
Bình Định,Thành phố Quy Nhơn,Xã Phước Mỹ
Bình Định,Thị xã An Nhơn,Phường Bình Định
Bình Định,Thị xã An Nhơn,Phường Đập Đá
Bình Định,Thị xã An Nhơn,Xã Nhơn Mỹ
Bình Định,Thị xã An Nhơn,Phường Nhơn Thành
Bình Định,Thị xã An Nhơn,Xã Nhơn Hạnh
Bình Định,Thị xã An Nhơn,Xã Nhơn Hậu
Bình Định,Thị xã An Nhơn,Xã Nhơn Phong
Bình Định,Thị xã An Nhơn,Xã Nhơn An
Bình Định,Thị xã An Nhơn,Xã Nhơn Phúc
Bình Định,Thị xã An Nhơn,Phường Nhơn Hưng
Bình Định,Thị xã An Nhơn,Xã Nhơn Khánh
Bình Định,Thị xã An Nhơn,Xã Nhơn Lộc
Bình Định,Thị xã An Nhơn,Phường Nhơn Hoà
Bình Định,Thị xã An Nhơn,Xã Nhơn Tân
Bình Định,Thị xã An Nhơn,Xã Nhơn Thọ
Bình Định,Huyện Phù Cát,Thị trấn Ngô Mây
Bình Định,Huyện Phù Cát,Xã Cát Sơn
Bình Định,Huyện Phù Cát,Xã Cát Minh
Bình Định,Huyện Phù Cát,Xã Cát Khánh
Bình Định,Huyện Phù Cát,Xã Cát Tài
Bình Định,Huyện Phù Cát,Xã Cát Lâm
Bình Định,Huyện Phù Cát,Xã Cát Hanh
Bình Định,Huyện Phù Cát,Xã Cát Thành
Bình Định,Huyện Phù Cát,Xã Cát Trinh
Bình Định,Huyện Phù Cát,Xã Cát Hải
Bình Định,Huyện Phù Cát,Xã Cát Hiệp
Bình Định,Huyện Phù Cát,Xã Cát Nhơn
Bình Định,Huyện Phù Cát,Xã Cát Hưng
Bình Định,Huyện Phù Cát,Xã Cát Tường
Bình Định,Huyện Phù Cát,Xã Cát Tân
Bình Định,Huyện Phù Cát,Xã Cát Tiến
Bình Định,Huyện Phù Cát,Xã Cát Thắng
Bình Định,Huyện Phù Cát,Xã Cát Chánh
Bình Định,Huyện Hoài Nhơn,Thị trấn  Tam Quan
Bình Định,Huyện Hoài Nhơn,Thị trấn Bồng Sơn
Bình Định,Huyện Hoài Nhơn,Xã Hoài Sơn
Bình Định,Huyện Hoài Nhơn,Xã Hoài Châu Bắc
